;Coffee;Coffee_late;Exercise;Exercise late;Phone activity;Noise;Relaxed;Sleep Score
32453;1;-1;1;1;1;1;1;89
32454;1;-1;-1;0;-1;-1;-1;100
32455;-1;0;-1;0;1;-1;-1;69
32456;-1;0;-1;0;1;1;1;68
32457;1;-1;-1;0;1;-1;-1;69
32458;1;-1;1;-1;-1;1;1;100
32459;-1;0;-1;0;-1;-1;1;100
32460;-1;0;1;1;1;1;1;95
32461;1;1;1;-1;-1;1;1;100
32462;1;1;-1;0;-1;-1;-1;86
32463;1;1;1;1;1;-1;1;85
32464;1;-1;1;1;1;-1;-1;85
32465;-1;0;1;1;1;1;-1;72
32466;1;-1;-1;0;-1;1;-1;100
32467;-1;0;1;1;-1;1;-1;99
32468;1;1;-1;0;1;-1;1;63
32469;-1;0;1;1;-1;-1;-1;100
32470;1;1;1;1;-1;-1;1;100
32471;-1;0;1;-1;1;1;1;80
32472;-1;0;1;-1;1;-1;-1;87
32473;1;-1;1;-1;1;1;1;100
32474;-1;0;-1;0;1;-1;1;87
32475;1;1;-1;0;1;-1;-1;30
32476;1;-1;-1;0;-1;1;1;100
32477;1;1;1;1;-1;1;-1;77
32478;-1;0;-1;0;1;-1;-1;74
32479;1;1;-1;0;1;-1;-1;45
32480;1;1;1;1;-1;1;1;97
32481;-1;0;1;-1;-1;1;1;100
32482;-1;0;-1;0;-1;1;1;100
32483;-1;0;-1;0;1;1;-1;53
32484;-1;0;-1;0;1;-1;-1;56
32485;-1;0;1;-1;-1;-1;1;100
32486;1;-1;1;1;-1;1;1;100
32487;-1;0;-1;0;-1;1;-1;90
32488;1;1;1;-1;1;1;1;65
32489;1;-1;1;1;1;1;-1;88
32490;1;-1;-1;0;-1;-1;-1;100
32491;1;-1;-1;0;-1;-1;-1;100
32492;1;-1;1;1;-1;-1;1;100
32493;1;-1;-1;0;1;-1;-1;82
32494;-1;0;1;1;-1;-1;-1;100
32495;1;-1;1;-1;1;-1;-1;88
32496;1;1;1;1;-1;-1;-1;100
32497;-1;0;-1;0;1;1;1;81
32498;1;-1;1;-1;-1;-1;-1;100
32499;-1;0;-1;0;1;-1;1;100
32500;1;-1;-1;0;1;-1;1;100
32501;-1;0;-1;0;-1;1;1;100
32502;-1;0;-1;0;-1;1;1;100
32503;-1;0;1;-1;1;1;-1;77
32504;1;1;-1;0;1;1;-1;22
32505;-1;0;-1;0;1;-1;-1;71
32506;1;-1;-1;0;1;-1;1;78
32507;1;1;1;-1;1;-1;-1;88
32508;-1;0;1;-1;1;1;-1;75
32509;1;-1;1;1;-1;1;-1;100
32510;-1;0;-1;0;1;1;1;67
32511;1;1;-1;0;-1;-1;1;100
32512;1;-1;1;1;-1;1;-1;100
32513;1;1;-1;0;1;-1;1;63
32514;1;1;-1;0;-1;-1;1;100
32515;-1;0;1;1;-1;-1;1;100
32516;-1;0;-1;0;1;1;-1;43
32517;1;-1;-1;0;1;1;-1;98
32518;1;-1;1;1;1;1;1;100
32519;-1;0;1;-1;-1;-1;-1;100
32520;1;1;1;1;-1;-1;1;100
32521;1;-1;1;-1;-1;-1;-1;100
32522;-1;0;-1;0;1;-1;1;99
32523;1;-1;-1;0;1;1;-1;70
32524;1;1;1;1;1;1;1;75
32525;-1;0;-1;0;1;-1;1;78
32526;1;-1;1;-1;-1;1;1;100
32527;1;-1;-1;0;-1;1;-1;100
32528;-1;0;-1;0;-1;1;1;100
32529;-1;0;1;1;1;1;1;78
32530;-1;0;1;-1;1;-1;-1;91
32531;1;-1;1;1;1;-1;-1;76
32532;1;1;1;-1;-1;-1;1;100
32533;1;-1;-1;0;-1;-1;1;100
32534;-1;0;-1;0;-1;1;1;100
32535;1;-1;1;-1;-1;-1;-1;100
32536;1;1;1;1;1;1;1;68
32537;1;-1;-1;0;-1;1;-1;100
32538;1;1;-1;0;1;-1;-1;54
32539;1;1;1;1;-1;-1;1;100
32540;1;1;-1;0;-1;-1;1;100
32541;-1;0;-1;0;1;1;1;79
32542;1;-1;1;1;-1;-1;-1;100
32543;1;1;-1;0;1;1;1;53
32544;1;1;-1;0;-1;1;1;90
32545;1;1;1;1;-1;1;1;87
32546;1;1;-1;0;-1;1;-1;92
32547;1;1;1;1;1;1;-1;36
32548;-1;0;-1;0;-1;1;-1;86
32549;1;1;-1;0;1;1;1;62
32550;-1;0;1;1;1;1;-1;68
32551;-1;0;1;-1;-1;1;1;100
32552;-1;0;1;-1;1;1;-1;79
32553;-1;0;-1;0;1;-1;-1;73
32554;-1;0;-1;0;-1;-1;-1;100
32555;-1;0;-1;0;1;-1;-1;83
32556;-1;0;1;-1;-1;-1;1;100
32557;-1;0;-1;0;1;1;1;72
32558;-1;0;1;1;-1;-1;1;100
32559;-1;0;-1;0;1;-1;-1;72
32560;-1;0;1;1;-1;1;1;100
32561;-1;0;-1;0;1;-1;-1;67
32562;-1;0;-1;0;1;-1;1;90
32563;-1;0;1;1;-1;1;-1;100
32564;-1;0;-1;0;-1;1;1;100
32565;1;-1;-1;0;1;1;-1;72
32566;-1;0;-1;0;-1;1;1;100
32567;1;-1;1;1;-1;-1;-1;100
32568;1;1;-1;0;1;1;-1;41
32569;1;1;1;-1;1;1;-1;44
32570;-1;0;-1;0;1;-1;-1;86
32571;-1;0;-1;0;1;-1;-1;70
32572;1;-1;1;1;1;1;-1;54
32573;1;-1;1;-1;1;1;1;100
32574;-1;0;-1;0;-1;-1;-1;100
32575;1;1;-1;0;-1;-1;1;100
32576;1;-1;1;-1;-1;1;-1;100
32577;-1;0;-1;0;1;-1;-1;77
32578;-1;0;1;1;1;-1;1;100
32579;-1;0;-1;0;-1;1;1;100
32580;-1;0;1;1;1;1;1;71
32581;-1;0;-1;0;1;-1;-1;71
32582;-1;0;1;-1;-1;-1;1;100
32583;-1;0;-1;0;1;1;-1;63
32584;-1;0;-1;0;1;1;1;52
32585;1;1;-1;0;1;1;1;64
32586;-1;0;-1;0;-1;1;-1;92
32587;1;1;-1;0;-1;-1;1;100
32588;1;-1;1;-1;-1;1;-1;100
32589;1;-1;1;1;-1;-1;-1;100
32590;1;-1;-1;0;1;-1;1;100
32591;-1;0;1;-1;1;-1;-1;94
32592;1;-1;1;-1;1;-1;1;100
32593;-1;0;-1;0;1;-1;1;75
32594;-1;0;-1;0;-1;-1;1;100
32595;-1;0;-1;0;-1;1;1;100
32596;1;1;1;1;-1;1;-1;100
32597;-1;0;1;1;1;-1;-1;90
32598;1;-1;-1;0;-1;1;1;100
32599;-1;0;-1;0;-1;-1;1;100
32600;-1;0;1;-1;-1;-1;1;100
32601;1;1;-1;0;-1;1;1;75
32602;1;-1;1;-1;-1;-1;1;100
32603;-1;0;1;-1;-1;-1;1;100
32604;1;1;-1;0;-1;1;1;99
32605;-1;0;-1;0;-1;-1;-1;100
32606;-1;0;-1;0;-1;-1;1;100
32607;1;-1;-1;0;-1;-1;-1;100
32608;1;-1;1;-1;-1;1;-1;100
32609;-1;0;-1;0;1;1;-1;55
32610;-1;0;1;1;-1;-1;1;100
32611;1;-1;-1;0;-1;-1;1;100
32612;1;1;1;-1;1;1;-1;56
32613;1;1;-1;0;-1;1;1;71
32614;1;1;1;1;-1;-1;-1;99
32615;-1;0;-1;0;1;-1;1;94
32616;1;1;1;1;1;-1;-1;65
32617;-1;0;-1;0;-1;1;1;100
32618;-1;0;1;-1;-1;1;-1;100
32619;-1;0;1;1;1;-1;-1;83
32620;-1;0;-1;0;1;1;-1;49
32621;1;1;1;-1;1;1;-1;55
32622;1;-1;1;-1;1;-1;1;100
32623;-1;0;-1;0;1;-1;-1;49
32624;1;1;-1;0;-1;1;-1;79
32625;-1;0;-1;0;-1;-1;1;100
32626;1;1;1;1;-1;-1;-1;93
32627;-1;0;1;-1;1;-1;1;100
32628;1;1;1;-1;-1;-1;-1;100
32629;1;-1;1;1;1;-1;1;100
32630;-1;0;1;1;1;-1;1;83
32631;-1;0;1;1;-1;1;1;100
32632;1;-1;1;1;-1;1;-1;100
32633;1;1;-1;0;1;-1;-1;59
32634;1;-1;1;1;1;1;1;84
32635;1;-1;1;1;-1;1;1;100
32636;1;1;-1;0;1;1;1;53
32637;1;-1;1;1;-1;1;1;100
32638;1;1;1;-1;1;-1;1;84
32639;-1;0;-1;0;1;-1;-1;62
32640;-1;0;-1;0;1;1;1;66
32641;-1;0;-1;0;1;1;-1;40
32642;1;-1;-1;0;-1;-1;-1;100
32643;-1;0;1;1;1;1;1;100
32644;1;1;1;1;1;1;-1;55
32645;-1;0;1;-1;-1;1;1;100
32646;1;1;-1;0;-1;1;-1;77
32647;-1;0;1;1;-1;1;-1;100
32648;1;-1;1;1;-1;-1;-1;100
32649;1;-1;1;-1;-1;1;-1;100
32650;1;-1;1;1;1;-1;1;100
32651;-1;0;-1;0;-1;-1;-1;100
32652;-1;0;1;-1;-1;1;1;100
32653;-1;0;-1;0;1;1;1;68
32654;-1;0;1;1;-1;1;1;100
32655;1;1;-1;0;-1;1;1;98
32656;1;-1;1;-1;-1;-1;1;100
32657;-1;0;1;-1;1;-1;1;100
32658;-1;0;1;-1;-1;1;-1;100
32659;-1;0;-1;0;-1;1;-1;99
32660;1;1;1;-1;1;1;1;100
32661;1;-1;1;-1;1;1;1;100
32662;1;-1;1;-1;1;1;-1;100
32663;1;1;1;1;-1;-1;1;100
32664;-1;0;1;-1;1;1;-1;70
32665;1;-1;-1;0;-1;-1;1;100
32666;-1;0;-1;0;1;-1;1;100
32667;-1;0;-1;0;-1;1;1;100
32668;-1;0;-1;0;-1;-1;1;100
32669;1;-1;-1;0;-1;1;1;100
32670;-1;0;1;-1;1;-1;-1;87
32671;1;-1;1;1;1;1;-1;79
32672;-1;0;-1;0;1;1;1;73
32673;-1;0;-1;0;-1;1;-1;100
32674;1;-1;-1;0;-1;-1;1;100
32675;-1;0;-1;0;1;-1;1;89
32676;1;-1;1;-1;-1;1;-1;100
32677;1;-1;1;1;1;1;-1;64
32678;1;1;1;1;-1;-1;1;100
32679;1;1;1;-1;1;-1;-1;56
32680;-1;0;1;-1;-1;1;-1;100
32681;1;1;1;1;-1;-1;1;100
32682;-1;0;1;-1;-1;-1;1;100
32683;-1;0;-1;0;1;-1;-1;71
32684;1;-1;-1;0;-1;1;1;100
32685;1;-1;1;-1;1;-1;-1;100
32686;-1;0;-1;0;1;1;-1;41
32687;1;-1;-1;0;-1;1;-1;100
32688;1;-1;-1;0;1;1;-1;64
32689;-1;0;-1;0;-1;1;-1;74
32690;1;-1;-1;0;1;-1;1;100
32691;1;-1;1;1;-1;1;-1;100
32692;1;-1;-1;0;1;1;-1;59
32693;1;-1;-1;0;1;1;1;95
32694;-1;0;1;-1;1;1;-1;72
32695;1;1;1;-1;1;1;-1;39
32696;-1;0;1;-1;1;-1;-1;100
32697;-1;0;-1;0;-1;-1;-1;100
32698;-1;0;1;-1;1;-1;1;92
32699;1;1;-1;0;1;1;-1;19
32700;-1;0;1;-1;-1;1;-1;100
32701;-1;0;1;-1;1;-1;1;100
32702;1;-1;-1;0;-1;1;-1;100
32703;1;-1;1;1;1;1;-1;100
32704;1;-1;1;-1;1;-1;1;100
32705;1;1;1;1;1;1;-1;30
32706;-1;0;-1;0;1;1;1;59
32707;1;-1;1;1;-1;1;-1;100
32708;-1;0;1;1;-1;-1;1;100
32709;-1;0;1;1;-1;1;-1;84
32710;1;-1;1;-1;1;-1;1;100
32711;1;-1;-1;0;-1;1;-1;100
32712;-1;0;-1;0;-1;-1;1;100
32713;-1;0;1;1;-1;1;1;100
32714;1;1;-1;0;1;1;-1;39
32715;1;1;1;-1;1;1;1;82
32716;-1;0;-1;0;-1;1;1;100
32717;1;1;-1;0;-1;-1;1;100
32718;1;-1;1;-1;1;1;-1;100
32719;-1;0;-1;0;-1;-1;-1;100
32720;1;1;-1;0;1;1;-1;37
32721;1;-1;-1;0;-1;-1;-1;100
32722;1;1;-1;0;1;-1;-1;41
32723;1;1;1;-1;-1;-1;1;100
32724;1;1;-1;0;1;1;1;49
32725;-1;0;1;1;1;-1;-1;64
32726;1;1;1;-1;-1;1;1;85
32727;1;-1;1;1;1;1;1;100
32728;-1;0;1;-1;-1;-1;1;100
32729;1;-1;1;1;-1;1;1;100
32730;1;1;1;1;1;-1;-1;37
32731;1;1;1;-1;1;1;-1;36
32732;1;1;-1;0;1;-1;-1;39
32733;1;-1;-1;0;1;1;1;90
32734;1;1;1;1;1;-1;1;88
32735;-1;0;1;-1;1;-1;-1;83
32736;1;-1;-1;0;-1;-1;1;100
32737;1;-1;1;1;-1;1;-1;100
32738;1;-1;1;1;1;-1;1;100
32739;1;-1;-1;0;1;1;-1;67
32740;1;1;1;1;-1;1;1;100
32741;-1;0;-1;0;1;1;1;70
32742;1;-1;1;1;1;-1;-1;100
32743;1;-1;1;-1;1;1;1;100
32744;1;1;-1;0;-1;1;-1;92
32745;-1;0;-1;0;-1;-1;1;100
32746;-1;0;1;1;1;-1;-1;89
32747;-1;0;1;-1;1;1;1;97
32748;1;-1;1;1;-1;-1;-1;100
32749;-1;0;-1;0;-1;-1;1;100
32750;1;1;-1;0;-1;1;1;81
32751;-1;0;-1;0;-1;-1;1;100
32752;1;1;1;-1;-1;1;1;100
32753;1;-1;-1;0;-1;1;1;100
32754;-1;0;1;1;1;1;-1;55
32755;-1;0;-1;0;-1;-1;-1;100
32756;1;1;1;1;1;-1;1;99
32757;-1;0;1;-1;1;-1;1;100
32758;1;1;1;1;1;-1;1;58
32759;-1;0;1;-1;-1;-1;1;100
32760;-1;0;-1;0;1;1;-1;27
32761;-1;0;1;1;1;-1;1;99
32762;-1;0;1;-1;-1;-1;1;100
32763;-1;0;1;1;-1;-1;-1;100
32764;1;-1;1;-1;-1;1;-1;100
32765;-1;0;1;1;-1;1;1;100
32766;1;1;-1;0;-1;1;1;95
32767;-1;0;-1;0;1;-1;-1;54
32768;1;-1;-1;0;-1;1;-1;100
32769;-1;0;1;1;1;-1;-1;75
32770;1;-1;1;1;-1;-1;1;100
32771;1;1;1;-1;-1;-1;-1;100
32772;-1;0;-1;0;1;1;-1;56
32773;-1;0;1;-1;1;-1;1;98
32774;-1;0;-1;0;1;-1;-1;76
32775;-1;0;1;1;-1;1;-1;98
32776;-1;0;-1;0;1;1;1;62
32777;1;-1;1;-1;-1;1;1;100
32778;1;-1;-1;0;-1;-1;1;100
32779;1;1;1;1;1;1;-1;71
32780;-1;0;-1;0;1;-1;-1;78
32781;-1;0;-1;0;-1;-1;-1;100
32782;-1;0;-1;0;-1;-1;1;100
32783;-1;0;-1;0;-1;-1;1;100
32784;1;-1;-1;0;-1;-1;1;100
32785;1;1;-1;0;1;-1;1;59
32786;-1;0;-1;0;-1;-1;-1;100
32787;1;1;1;-1;-1;-1;-1;100
32788;-1;0;-1;0;1;1;-1;47
32789;1;1;-1;0;1;-1;-1;43
32790;-1;0;-1;0;-1;-1;1;100
32791;1;-1;-1;0;-1;-1;-1;100
32792;-1;0;1;1;-1;1;-1;97
32793;-1;0;1;1;1;1;-1;60
32794;-1;0;1;-1;-1;1;1;100
32795;1;-1;1;-1;1;-1;-1;100
32796;1;-1;1;-1;-1;-1;-1;100
32797;-1;0;1;1;-1;-1;1;100
32798;-1;0;-1;0;1;1;1;72
32799;1;-1;-1;0;1;-1;1;100
32800;-1;0;1;-1;1;-1;1;84
32801;-1;0;-1;0;1;1;-1;48
32802;-1;0;1;1;-1;-1;1;100
32803;-1;0;-1;0;1;-1;-1;54
32804;1;1;1;1;1;1;-1;45
32805;-1;0;1;-1;-1;-1;-1;100
32806;1;1;1;-1;-1;1;1;100
32807;-1;0;-1;0;1;1;1;67
32808;-1;0;1;1;-1;-1;-1;100
32809;-1;0;-1;0;-1;1;-1;100
32810;1;-1;-1;0;1;1;-1;77
32811;1;-1;1;-1;-1;1;1;100
32812;1;1;1;-1;1;1;1;57
32813;1;1;1;-1;-1;1;-1;100
32814;1;-1;-1;0;1;1;1;99
32815;1;1;1;-1;-1;-1;1;100
32816;-1;0;1;1;1;-1;1;100
32817;1;-1;-1;0;-1;-1;1;100
32818;-1;0;1;1;1;1;-1;66
32819;-1;0;-1;0;1;1;-1;56
32820;1;-1;-1;0;1;-1;1;100
32821;-1;0;1;1;1;1;-1;78
32822;-1;0;-1;0;-1;-1;-1;100
32823;1;-1;-1;0;-1;1;1;100
32824;-1;0;-1;0;-1;-1;-1;100
32825;-1;0;1;1;-1;1;1;100
32826;1;-1;1;1;1;-1;-1;100
32827;-1;0;-1;0;-1;1;-1;100
32828;1;1;-1;0;-1;-1;1;100
32829;-1;0;1;-1;1;-1;1;100
32830;1;1;1;1;-1;-1;-1;100
32831;1;-1;-1;0;-1;1;1;100
32832;1;1;-1;0;1;-1;-1;53
32833;1;1;-1;0;-1;1;1;100
32834;-1;0;-1;0;-1;-1;-1;100
32835;-1;0;-1;0;1;1;-1;40
32836;1;-1;-1;0;-1;1;-1;98
32837;-1;0;-1;0;-1;1;1;100
32838;1;-1;1;-1;-1;-1;1;100
32839;1;1;-1;0;1;1;-1;0
32840;-1;0;-1;0;1;1;1;64
32841;-1;0;-1;0;-1;-1;1;100
32842;1;1;-1;0;1;-1;1;90
32843;-1;0;-1;0;1;-1;-1;74
32844;1;-1;1;1;1;-1;1;100
32845;1;1;1;-1;-1;1;-1;100
32846;1;1;-1;0;-1;1;-1;91
32847;-1;0;1;1;-1;1;1;100
32848;-1;0;-1;0;1;1;1;56
32849;1;1;-1;0;-1;1;-1;73
32850;-1;0;-1;0;1;1;-1;36
32851;1;1;1;-1;-1;1;1;100
32852;-1;0;1;1;1;1;-1;40
32853;-1;0;-1;0;1;1;1;62
32854;-1;0;1;1;1;1;-1;60
32855;-1;0;1;1;1;1;-1;57
32856;1;1;1;1;1;-1;-1;45
32857;1;1;1;-1;1;1;1;64
32858;-1;0;1;1;-1;-1;-1;100
32859;-1;0;1;1;-1;-1;1;100
32860;-1;0;-1;0;-1;1;1;100
32861;1;-1;1;1;-1;1;-1;100
32862;-1;0;-1;0;1;-1;1;100
32863;-1;0;1;-1;-1;1;-1;100
32864;1;1;-1;0;-1;1;1;69
32865;-1;0;-1;0;1;-1;1;91
32866;-1;0;-1;0;1;-1;-1;77
32867;1;-1;1;1;-1;1;1;100
32868;-1;0;-1;0;1;1;1;74
32869;-1;0;1;-1;1;-1;1;99
32870;-1;0;1;-1;-1;-1;-1;100
32871;1;-1;1;-1;-1;-1;1;100
32872;-1;0;-1;0;-1;1;1;100
32873;1;-1;1;-1;1;1;-1;100
32874;-1;0;1;1;1;-1;1;100
32875;-1;0;-1;0;-1;1;-1;100
32876;1;1;-1;0;-1;1;-1;74
32877;-1;0;1;-1;1;1;-1;90
32878;1;1;-1;0;-1;-1;1;100
32879;1;1;-1;0;1;-1;-1;68
32880;1;-1;-1;0;1;1;1;89
32881;1;-1;-1;0;1;1;1;84
32882;1;-1;-1;0;-1;-1;-1;100
32883;-1;0;1;1;1;1;-1;60
32884;-1;0;-1;0;1;-1;-1;80
32885;1;1;-1;0;1;1;-1;34
32886;1;-1;1;-1;-1;-1;-1;100
32887;1;1;1;-1;1;-1;-1;84
32888;-1;0;-1;0;-1;-1;-1;100
32889;-1;0;1;-1;-1;1;-1;98
32890;-1;0;1;-1;1;1;-1;51
32891;1;1;1;-1;1;-1;1;84
32892;1;1;-1;0;1;1;-1;31
32893;-1;0;-1;0;-1;-1;1;100
32894;-1;0;-1;0;1;-1;1;97
32895;-1;0;-1;0;-1;1;-1;88
32896;1;-1;1;1;1;1;1;100
32897;-1;0;-1;0;-1;-1;-1;85
32898;1;-1;1;1;1;1;-1;73
32899;1;1;-1;0;1;-1;-1;61
32900;1;-1;-1;0;-1;-1;-1;100
32901;1;-1;-1;0;1;-1;-1;75
32902;-1;0;-1;0;1;-1;1;75
32903;1;1;1;-1;1;1;-1;42
32904;1;1;1;1;-1;1;-1;78
32905;-1;0;1;-1;-1;1;1;100
32906;-1;0;1;-1;1;1;1;92
32907;-1;0;1;1;-1;-1;1;100
32908;1;1;-1;0;-1;1;-1;63
32909;1;1;-1;0;-1;1;-1;73
32910;-1;0;-1;0;-1;1;1;100
32911;1;-1;1;1;1;1;-1;59
32912;1;1;-1;0;-1;-1;1;100
32913;1;1;-1;0;-1;1;-1;67
32914;-1;0;1;1;1;-1;1;100
32915;1;-1;-1;0;1;1;1;96
32916;1;1;1;-1;1;1;1;48
32917;1;-1;-1;0;-1;-1;-1;100
32918;-1;0;1;1;1;-1;1;100
32919;1;-1;-1;0;-1;1;1;100
32920;-1;0;-1;0;-1;-1;1;100
32921;1;1;-1;0;-1;-1;1;100
32922;-1;0;1;1;1;1;-1;38
32923;-1;0;1;-1;1;1;1;100
32924;-1;0;1;1;1;1;1;93
32925;-1;0;1;-1;1;-1;-1;100
32926;1;-1;-1;0;-1;1;-1;100
32927;-1;0;-1;0;1;-1;-1;77
32928;1;1;1;1;1;-1;-1;80
32929;-1;0;1;-1;-1;-1;-1;100
32930;1;-1;-1;0;1;-1;-1;79
32931;1;-1;-1;0;-1;-1;-1;100
32932;-1;0;1;-1;-1;1;-1;100
32933;1;-1;-1;0;-1;1;-1;100
32934;1;1;1;1;-1;-1;1;99
32935;-1;0;1;-1;-1;-1;-1;100
32936;-1;0;-1;0;1;-1;-1;75
32937;1;1;-1;0;-1;-1;-1;98
32938;-1;0;-1;0;1;1;1;73
32939;1;-1;1;-1;1;1;1;96
32940;1;-1;1;1;-1;1;1;100
32941;1;1;-1;0;-1;-1;1;93
32942;-1;0;1;1;1;-1;-1;70
32943;1;1;1;1;1;1;1;67
32944;1;1;1;1;1;1;-1;54
32945;1;1;-1;0;1;-1;1;67
32946;1;-1;-1;0;1;1;-1;62
32947;-1;0;-1;0;-1;-1;1;100
32948;-1;0;1;-1;-1;-1;-1;100
32949;1;-1;1;-1;-1;1;1;100
32950;1;-1;1;1;-1;-1;1;100
32951;-1;0;1;-1;1;-1;-1;100
32952;-1;0;-1;0;1;1;-1;55
32953;1;-1;1;-1;1;1;1;100
32954;1;1;1;1;1;1;-1;65
32955;-1;0;1;-1;1;-1;-1;94
32956;-1;0;-1;0;1;-1;-1;73
32957;1;1;1;1;-1;1;1;100
32958;1;1;1;1;1;1;-1;40
32959;-1;0;-1;0;1;1;-1;53
32960;-1;0;1;-1;1;-1;-1;87
32961;-1;0;1;1;1;-1;-1;88
32962;1;-1;1;1;-1;1;1;100
32963;-1;0;1;-1;1;-1;1;100
32964;-1;0;-1;0;1;1;1;61
32965;-1;0;-1;0;-1;1;1;100
32966;-1;0;-1;0;1;-1;-1;83
32967;-1;0;-1;0;1;1;-1;53
32968;-1;0;1;1;1;-1;-1;85
32969;1;-1;1;-1;-1;1;1;100
32970;-1;0;-1;0;1;-1;-1;76
32971;-1;0;1;-1;-1;-1;-1;100
32972;-1;0;1;1;-1;-1;1;100
32973;-1;0;-1;0;-1;1;-1;100
32974;-1;0;1;-1;-1;1;-1;100
32975;-1;0;1;1;-1;1;1;100
32976;1;-1;-1;0;-1;-1;-1;100
32977;-1;0;-1;0;1;1;-1;61
32978;1;-1;-1;0;-1;1;-1;100
32979;-1;0;1;-1;-1;1;1;100
32980;-1;0;1;-1;1;1;-1;89
32981;1;1;-1;0;1;1;1;36
32982;1;-1;-1;0;-1;1;1;100
32983;-1;0;-1;0;1;-1;-1;70
32984;1;1;-1;0;-1;1;-1;89
32985;1;-1;1;-1;-1;1;1;100
32986;-1;0;1;-1;1;-1;1;100
32987;1;1;-1;0;1;1;1;59
32988;1;1;1;1;-1;-1;-1;100
32989;-1;0;1;1;1;-1;-1;84
32990;1;-1;-1;0;-1;-1;1;100
32991;1;-1;1;-1;1;1;-1;100
32992;1;-1;1;1;-1;-1;1;100
32993;-1;0;1;-1;-1;-1;-1;100
32994;-1;0;-1;0;-1;-1;-1;100
32995;1;1;-1;0;1;-1;-1;51
32996;1;-1;-1;0;1;-1;1;100
32997;1;1;-1;0;1;1;-1;0
32998;1;1;-1;0;-1;-1;-1;99
32999;-1;0;1;-1;-1;-1;-1;100
33000;-1;0;1;-1;-1;1;1;100
33001;-1;0;1;1;1;-1;-1;76
33002;1;-1;-1;0;-1;-1;1;100
33003;1;-1;-1;0;1;-1;1;96
33004;-1;0;1;-1;-1;1;-1;100
33005;1;-1;-1;0;-1;-1;-1;100
33006;1;-1;1;1;-1;1;-1;100
33007;-1;0;-1;0;-1;-1;1;100
33008;1;-1;-1;0;-1;-1;1;100
33009;1;-1;1;-1;1;1;1;100
33010;-1;0;-1;0;-1;1;1;100
33011;1;1;1;1;-1;-1;1;100
33012;1;1;1;-1;1;-1;1;97
33013;1;1;1;1;-1;1;-1;96
33014;-1;0;-1;0;-1;-1;-1;100
33015;-1;0;-1;0;-1;-1;-1;100
33016;-1;0;1;-1;-1;-1;1;100
33017;-1;0;-1;0;1;1;1;75
33018;1;-1;1;-1;1;-1;1;100
33019;1;-1;-1;0;-1;-1;-1;100
33020;1;-1;1;1;1;-1;1;100
33021;-1;0;-1;0;-1;1;1;100
33022;1;-1;-1;0;-1;1;-1;100
33023;1;-1;-1;0;-1;1;-1;100
33024;1;1;-1;0;1;1;-1;36
33025;1;-1;-1;0;-1;-1;-1;100
33026;-1;0;-1;0;-1;1;-1;100
33027;1;1;-1;0;-1;1;1;90
33028;-1;0;-1;0;-1;-1;1;100
33029;1;1;-1;0;-1;-1;-1;77
33030;-1;0;1;-1;-1;1;-1;86
33031;1;-1;-1;0;1;-1;-1;71
33032;-1;0;-1;0;1;-1;-1;73
33033;1;1;1;-1;1;-1;-1;82
33034;-1;0;-1;0;-1;-1;1;100
33035;-1;0;1;-1;-1;1;1;100
33036;-1;0;-1;0;1;1;1;72
33037;-1;0;-1;0;1;1;-1;38
33038;1;-1;1;1;1;1;1;99
33039;1;1;1;-1;-1;-1;1;100
33040;1;-1;1;1;-1;-1;1;100
33041;-1;0;-1;0;1;1;-1;49
33042;1;-1;1;1;1;1;1;100
33043;1;-1;-1;0;-1;1;1;100
33044;-1;0;-1;0;1;1;-1;49
33045;1;1;1;1;1;1;-1;33
33046;1;1;1;-1;-1;1;1;100
33047;-1;0;-1;0;-1;1;1;100
33048;1;-1;1;-1;1;-1;-1;100
33049;-1;0;1;1;1;-1;-1;79
33050;1;-1;-1;0;1;1;-1;64
33051;-1;0;-1;0;-1;1;-1;100
33052;1;-1;1;1;1;1;-1;92
33053;-1;0;1;1;1;1;-1;65
33054;-1;0;1;1;-1;1;-1;100
33055;1;1;1;-1;-1;1;1;100
33056;-1;0;-1;0;1;-1;-1;80
33057;1;1;1;1;-1;-1;-1;100
33058;-1;0;1;-1;-1;1;-1;100
33059;-1;0;1;1;1;-1;1;100
33060;-1;0;-1;0;1;1;-1;63
33061;-1;0;1;-1;1;1;-1;61
33062;1;-1;-1;0;1;1;-1;80
33063;-1;0;1;1;-1;-1;-1;100
33064;1;1;-1;0;-1;-1;-1;100
33065;-1;0;1;-1;-1;1;1;100
33066;-1;0;1;-1;1;1;-1;44
33067;-1;0;1;-1;-1;-1;-1;100
33068;-1;0;1;-1;-1;1;-1;100
33069;1;-1;1;-1;1;-1;1;100
33070;-1;0;-1;0;-1;1;1;100
33071;-1;0;-1;0;-1;1;-1;100
33072;1;1;1;1;-1;-1;-1;100
33073;1;-1;1;1;1;1;-1;100
33074;1;1;1;-1;1;1;-1;42
33075;1;-1;1;1;1;-1;1;100
33076;1;-1;-1;0;-1;1;-1;100
33077;1;-1;-1;0;1;1;-1;72
33078;-1;0;1;1;1;-1;-1;78
33079;1;-1;-1;0;1;-1;1;84
33080;1;1;-1;0;-1;1;-1;89
33081;-1;0;-1;0;-1;1;1;100
33082;1;1;1;-1;1;1;-1;54
33083;1;-1;1;-1;1;1;-1;100
33084;-1;0;1;1;-1;1;1;100
33085;1;-1;1;1;-1;-1;-1;100
